PHỤ LỤC E
Đặc tả danh mục đơn vị hành chính Ban hành kèm theo Công văn số 915/CTK-CSCL ngày 16 tháng 6 năm 2025 của Cục Thống kê
E.1. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP TỈNH

E.2. DANH MỤC VÀ MÃ SỐ CÁC ĐƠN VỊ HÀNH CHÍNH CẤP XÃ

E.3. CHUYỂN ĐỔI ĐƠN VỊ HÀNH CHÍNH SANG XSD
Chuyển đổi dữ liệu của đơn vị hành chính cấp Tỉnh và Xã sang định nghĩa SimpleType trong cấu trúc đặc tả bằng ngôn ngữ XSD


--- TABLE 1 ---
Stt	Mã số	Tên 34 tỉnh sau sáp nhập
1	01	Thành phố Hà Nội
2	04	Cao Bằng
3	08	Tuyên Quang
4	11	Điện Biên
5	12	Lai Châu
6	14	Sơn La
7	15	Lào Cai
8	19	Thái Nguyên
9	20	Lạng Sơn
10	22	Quảng Ninh
11	24	Bắc Ninh
12	25	Phú Thọ
13	31	Thành phố Hải Phòng
14	33	Hưng Yên
15	37	Ninh Bình
16	38	Thanh Hóa
17	40	Nghệ An
18	42	Hà Tĩnh
19	44	Quảng Trị
20	46	Thành phố Huế
21	48	Thành phố Đà Nẵng
22	51	Quảng Ngãi
23	52	Gia Lai
24	56	Khánh Hòa
25	66	Đắk Lắk
26	68	Lâm Đồng
27	75	Đồng Nai
28	79	Thành phố Hồ Chí Minh
29	80	Tây Ninh
30	82	Đồng Tháp
31	86	Vĩnh Long
32	91	An Giang
33	92	Thành phố Cần Thơ
34	96	Cà Mau

--- TABLE 2 ---
Stt	Mã số	Tên đơn vị hành chính	Tỉnh (thành phố)
411	03784	Xã Nậm Lầu	Tỉnh Sơn La
412	03799	Xã Muổi Nọi	Tỉnh Sơn La
413	03757	Xã Mường Khiêng	Tỉnh Sơn La
414	03781	Xã Co Mạ	Tỉnh Sơn La
415	03724	Xã Bình Thuận	Tỉnh Sơn La
416	03727	Xã Mường É	Tỉnh Sơn La
417	03763	Xã Long Hẹ	Tỉnh Sơn La
418	03808	Xã Mường La	Tỉnh Sơn La
419	03814	Xã Chiềng Lao	Tỉnh Sơn La
420	03847	Xã Mường Bú	Tỉnh Sơn La
421	03850	Xã Chiềng Hoa	Tỉnh Sơn La
422	03856	Xã Bắc Yên	Tỉnh Sơn La
423	03868	Xã Tà Xùa	Tỉnh Sơn La
424	03880	Xã Tạ Khoa	Tỉnh Sơn La
425	03862	Xã Xím Vàng	Tỉnh Sơn La
426	03871	Xã Pắc Ngà	Tỉnh Sơn La
427	03892	Xã Chiềng Sại	Tỉnh Sơn La
428	03910	Xã Phù Yên	Tỉnh Sơn La
429	03922	Xã Gia Phù	Tỉnh Sơn La
430	03958	Xã Tường Hạ	Tỉnh Sơn La
431	03907	Xã Mường Cơi	Tỉnh Sơn La
432	03943	Xã Mường Bang	Tỉnh Sơn La
433	03970	Xã Tân Phong	Tỉnh Sơn La
434	03961	Xã Kim Bon	Tỉnh Sơn La
435	04075	Xã Yên Châu	Tỉnh Sơn La
436	04078	Xã Chiềng Hặc	Tỉnh Sơn La
437	04096	Xã Lóng Phiêng	Tỉnh Sơn La
438	04087	Xã Yên Sơn	Tỉnh Sơn La
439	04132	Xã Chiềng Mai	Tỉnh Sơn La
440	04105	Xã Mai Sơn	Tỉnh Sơn La
441	04159	Xã Phiêng Pằn	Tỉnh Sơn La
442	04123	Xã Chiềng Mung	Tỉnh Sơn La
443	04144	Xã Phiêng Cằm	Tỉnh Sơn La
444	04117	Xã Mường Chanh	Tỉnh Sơn La
445	04136	Xã Tà Hộc	Tỉnh Sơn La
446	04108	Xã Chiềng Sung	Tỉnh Sơn La
447	04171	Xã Bó Sinh	Tỉnh Sơn La
448	04222	Xã Chiềng Khương	Tỉnh Sơn La
449	04219	Xã Mường Hung	Tỉnh Sơn La
450	04204	Xã Chiềng Khoong	Tỉnh Sơn La
451	04183	Xã Mường Lầm	Tỉnh Sơn La
452	04186	Xã Nậm Ty	Tỉnh Sơn La
453	04168	Xã Sông Mã	Tỉnh Sơn La
454	04210	Xã Huổi Một	Tỉnh Sơn La
455	04195	Xã Chiềng Sơ	Tỉnh Sơn La
456	04231	Xã Sốp Cộp	Tỉnh Sơn La
457	04228	Xã Púng Bánh	Tỉnh Sơn La
458	03997	Xã Tân Yên	Tỉnh Sơn La
459	03760	Xã Mường Bám	Tỉnh Sơn La
460	03820	Xã Ngọc Chiến	Tỉnh Sơn La
461	03901	Xã Suối Tọ	Tỉnh Sơn La
462	04099	Xã Phiêng Khoài	Tỉnh Sơn La
463	04246	Xã Mường Lạn	Tỉnh Sơn La
464	04240	Xã Mường Lèo	Tỉnh Sơn La
		TỈNH LÀO CAI	Tỉnh Lào Cai
465	04465	Xã Khao Mang	Tỉnh Lào Cai
466	04456	Xã Mù Cang Chải	Tỉnh Lào Cai
467	04492	Xã Púng Luông	Tỉnh Lào Cai
468	04630	Xã Tú Lệ	Tỉnh Lào Cai
469	04591	Xã Trạm Tấu	Tỉnh Lào Cai
470	04585	Xã Hạnh Phúc	Tỉnh Lào Cai
471	04609	Xã Phình Hồ	Tỉnh Lào Cai
472	04288	Phường Nghĩa Lộ	Tỉnh Lào Cai
473	04663	Phường Trung Tâm	Tỉnh Lào Cai
474	04678	Phường Cầu Thia	Tỉnh Lào Cai
475	04660	Xã Liên Sơn	Tỉnh Lào Cai
476	04636	Xã Gia Hội	Tỉnh Lào Cai
477	04651	Xã Sơn Lương	Tỉnh Lào Cai
478	04705	Xã Thượng Bằng La	Tỉnh Lào Cai
479	04699	Xã Chấn Thịnh	Tỉnh Lào Cai
480	04711	Xã Nghĩa Tâm	Tỉnh Lào Cai
481	04672	Xã Văn Chấn	Tỉnh Lào Cai
482	04402	Xã Phong Dụ Hạ	Tỉnh Lào Cai
483	04387	Xã Châu Quế	Tỉnh Lào Cai
484	04381	Xã Lâm Giang	Tỉnh Lào Cai
485	04399	Xã Đông Cuông	Tỉnh Lào Cai
486	04429	Xã Tân Hợp	Tỉnh Lào Cai
487	04375	Xã Mậu A	Tỉnh Lào Cai
488	04441	Xã Xuân Ái	Tỉnh Lào Cai
489	04450	Xã Mỏ Vàng	Tỉnh Lào Cai
490	04318	Xã Lâm Thượng	Tỉnh Lào Cai
491	04303	Xã Lục Yên	Tỉnh Lào Cai
492	04336	Xã Tân Lĩnh	Tỉnh Lào Cai
493	04333	Xã Khánh Hòa	Tỉnh Lào Cai
494	04363	Xã Phúc Lợi	Tỉnh Lào Cai
495	04345	Xã Mường Lai	Tỉnh Lào Cai
496	04726	Xã Cảm Nhân	Tỉnh Lào Cai
497	04744	Xã Yên Thành	Tỉnh Lào Cai
498	04717	Xã Thác Bà	Tỉnh Lào Cai
499	04714	Xã Yên Bình	Tỉnh Lào Cai
500	04750	Xã Bảo Ái	Tỉnh Lào Cai
501	04279	Phường Văn Phú	Tỉnh Lào Cai
502	04252	Phường Yên Bái	Tỉnh Lào Cai
503	04273	Phường Nam Cường	Tỉnh Lào Cai
504	04543	Phường Âu Lâu	Tỉnh Lào Cai
505	04498	Xã Trấn Yên	Tỉnh Lào Cai
506	04576	Xã Hưng Khánh	Tỉnh Lào Cai
507	04537	Xã Lương Thịnh	Tỉnh Lào Cai
508	04564	Xã Việt Hồng	Tỉnh Lào Cai
509	04531	Xã Quy Mông	Tỉnh Lào Cai
510	02902	Xã Phong Hải	Tỉnh Lào Cai
511	02926	Xã Xuân Quang	Tỉnh Lào Cai
512	02905	Xã Bảo Thắng	Tỉnh Lào Cai
513	02908	Xã Tằng Loỏng	Tỉnh Lào Cai
514	02923	Xã Gia Phú	Tỉnh Lào Cai
515	02746	Xã Cốc San	Tỉnh Lào Cai
516	02680	Xã Hợp Thành	Tỉnh Lào Cai
517	02674	Phường Cam Đường	Tỉnh Lào Cai
518	02647	Phường Lào Cai	Tỉnh Lào Cai
519	02728	Xã Mường Hum	Tỉnh Lào Cai
520	02707	Xã Dền Sáng	Tỉnh Lào Cai
521	02701	Xã Y Tý	Tỉnh Lào Cai
522	02686	Xã A Mú Sung	Tỉnh Lào Cai
523	02695	Xã Trịnh Tường	Tỉnh Lào Cai
524	02725	Xã Bản Xèo	Tỉnh Lào Cai
525	02683	Xã Bát Xát	Tỉnh Lào Cai
526	02953	Xã Nghĩa Đô	Tỉnh Lào Cai
527	02968	Xã Thượng Hà	Tỉnh Lào Cai
528	02947	Xã Bảo Yên	Tỉnh Lào Cai
529	02962	Xã Xuân Hòa	Tỉnh Lào Cai
530	02998	Xã Phúc Khánh	Tỉnh Lào Cai
531	02989	Xã Bảo Hà	Tỉnh Lào Cai
532	03061	Xã Võ Lao	Tỉnh Lào Cai
533	03103	Xã Khánh Yên	Tỉnh Lào Cai
534	03082	Xã Văn Bàn	Tỉnh Lào Cai
535	03106	Xã Dương Quỳ	Tỉnh Lào Cai
536	03091	Xã Chiềng Ken	Tỉnh Lào Cai
537	03121	Xã Minh Lương	Tỉnh Lào Cai
538	03076	Xã Nậm Chày	Tỉnh Lào Cai
539	03043	Xã Mường Bo	Tỉnh Lào Cai
540	03046	Xã Bản Hồ	Tỉnh Lào Cai
541	03013	Xã Tả Phìn	Tỉnh Lào Cai
542	03037	Xã Tả Van	Tỉnh Lào Cai
543	03006	Phường Sa Pa	Tỉnh Lào Cai
544	02896	Xã Cốc Lầu	Tỉnh Lào Cai
545	02890	Xã Bảo Nhai	Tỉnh Lào Cai
546	02869	Xã Bản Liền	Tỉnh Lào Cai
547	02839	Xã Bắc Hà	Tỉnh Lào Cai
548	02842	Xã Tả Củ Tỷ	Tỉnh Lào Cai
549	02848	Xã Lùng Phình	Tỉnh Lào Cai
550	02752	Xã Pha Long	Tỉnh Lào Cai
551	02761	Xã Mường Khương	Tỉnh Lào Cai
552	02788	Xã Bản Lầu	Tỉnh Lào Cai
553	02791	Xã Cao Sơn	Tỉnh Lào Cai
554	02809	Xã Si Ma Cai	Tỉnh Lào Cai
555	02824	Xã Sín Chéng	Tỉnh Lào Cai
556	04474	Xã Lao Chải	Tỉnh Lào Cai
557	04489	Xã Chế Tạo	Tỉnh Lào Cai
558	04462	Xã Nậm Có	Tỉnh Lào Cai
559	04603	Xã Tà Xi Láng	Tỉnh Lào Cai
560	04423	Xã Phong Dụ Thượng	Tỉnh Lào Cai
561	04693	Xã Cát Thịnh	Tỉnh Lào Cai
562	03085	Xã Nậm Xé	Tỉnh Lào Cai
563	03004	Xã Ngũ Chỉ Sơn	Tỉnh Lào Cai
		TỈNH THÁI NGUYÊN	Tỉnh Thái Nguyên
564	05443	Phường Phan Đình Phùng	Tỉnh Thái Nguyên
565	05710	Phường Linh Sơn	Tỉnh Thái Nguyên
566	05500	Phường Tích Lương	Tỉnh Thái Nguyên
567	05467	Phường Gia Sàng	Tỉnh Thái Nguyên
568	05455	Phường Quyết Thắng	Tỉnh Thái Nguyên
569	05482	Phường Quan Triều	Tỉnh Thái Nguyên
570	05503	Xã Tân Cương	Tỉnh Thái Nguyên
571	05488	Xã Đại Phúc	Tỉnh Thái Nguyên
572	05830	Xã Đại Từ	Tỉnh Thái Nguyên
573	05776	Xã Đức Lương	Tỉnh Thái Nguyên
574	05800	Xã Phú Thịnh	Tỉnh Thái Nguyên
575	05818	Xã La Bằng	Tỉnh Thái Nguyên
576	05794	Xã Phú Lạc	Tỉnh Thái Nguyên
577	05809	Xã An Khánh	Tỉnh Thái Nguyên
578	05851	Xã Quân Chu	Tỉnh Thái Nguyên
579	05845	Xã Vạn Phú	Tỉnh Thái Nguyên
580	05773	Xã Phú Xuyên	Tỉnh Thái Nguyên
581	05860	Phường Phổ Yên	Tỉnh Thái Nguyên
582	05890	Phường Vạn Xuân	Tỉnh Thái Nguyên
583	05899	Phường Trung Thành	Tỉnh Thái Nguyên
584	05857	Phường Phúc Thuận	Tỉnh Thái Nguyên
585	05881	Xã Thành Công	Tỉnh Thái Nguyên
586	05908	Xã Phú Bình	Tỉnh Thái Nguyên
587	05923	Xã Tân Thành	Tỉnh Thái Nguyên
588	05941	Xã Điềm Thụy	Tỉnh Thái Nguyên
589	05953	Xã Kha Sơn	Tỉnh Thái Nguyên
590	05917	Xã Tân Khánh	Tỉnh Thái Nguyên
591	05692	Xã Đồng Hỷ	Tỉnh Thái Nguyên
592	05674	Xã Quang Sơn	Tỉnh Thái Nguyên
593	05662	Xã Trại Cau	Tỉnh Thái Nguyên
594	05707	Xã Nam Hòa	Tỉnh Thái Nguyên
595	05680	Xã Văn Hán	Tỉnh Thái Nguyên
596	05665	Xã Văn Lăng	Tỉnh Thái Nguyên
597	05518	Phường Sông Công	Tỉnh Thái Nguyên
598	05533	Phường Bá Xuyên	Tỉnh Thái Nguyên
599	05528	Phường Bách Quang	Tỉnh Thái Nguyên
600	05611	Xã Phú Lương	Tỉnh Thái Nguyên
601	05641	Xã Vô Tranh	Tỉnh Thái Nguyên
602	05620	Xã Yên Trạch	Tỉnh Thái Nguyên
603	05632	Xã Hợp Thành	Tỉnh Thái Nguyên
604	05569	Xã Định Hóa	Tỉnh Thái Nguyên
605	05587	Xã Bình Yên	Tỉnh Thái Nguyên
606	05581	Xã Trung Hội	Tỉnh Thái Nguyên
607	05563	Xã Phượng Tiến	Tỉnh Thái Nguyên
608	05602	Xã Phú Đình	Tỉnh Thái Nguyên
609	05605	Xã Bình Thành	Tỉnh Thái Nguyên
610	05551	Xã Kim Phượng	Tỉnh Thái Nguyên
611	05542	Xã Lam Vỹ	Tỉnh Thái Nguyên
612	05716	Xã Võ Nhai	Tỉnh Thái Nguyên
613	05755	Xã Dân Tiến	Tỉnh Thái Nguyên
614	05722	Xã Nghinh Tường	Tỉnh Thái Nguyên
615	05725	Xã Thần Sa	Tỉnh Thái Nguyên
616	05740	Xã La Hiên	Tỉnh Thái Nguyên
617	05746	Xã Tràng Xá	Tỉnh Thái Nguyên
618	01864	Xã Bằng Thành	Tỉnh Thái Nguyên
619	01882	Xã Nghiên Loan	Tỉnh Thái Nguyên
620	01879	Xã Cao Minh	Tỉnh Thái Nguyên
621	01906	Xã Ba Bể	Tỉnh Thái Nguyên
622	01912	Xã Chợ Rã	Tỉnh Thái Nguyên
623	01894	Xã Phúc Lộc	Tỉnh Thái Nguyên
624	01921	Xã Thượng Minh	Tỉnh Thái Nguyên
625	01933	Xã Đồng Phúc	Tỉnh Thái Nguyên
626	02116	Xã Yên Bình	Tỉnh Thái Nguyên
627	01942	Xã Bằng Vân	Tỉnh Thái Nguyên
628	01954	Xã Ngân Sơn	Tỉnh Thái Nguyên
629	01936	Xã Nà Phặc	Tỉnh Thái Nguyên
630	01960	Xã Hiệp Lực	Tỉnh Thái Nguyên
631	02026	Xã Nam Cường	Tỉnh Thái Nguyên
632	02038	Xã Quảng Bạch	Tỉnh Thái Nguyên
633	02044	Xã Yên Thịnh	Tỉnh Thái Nguyên
634	02020	Xã Chợ Đồn	Tỉnh Thái Nguyên
635	02083	Xã Yên Phong	Tỉnh Thái Nguyên
636	02071	Xã Nghĩa Tá	Tỉnh Thái Nguyên
637	01969	Xã Phủ Thông	Tỉnh Thái Nguyên
638	02008	Xã Cẩm Giàng	Tỉnh Thái Nguyên
639	01981	Xã Vĩnh Thông	Tỉnh Thái Nguyên
640	02014	Xã Bạch Thông	Tỉnh Thái Nguyên
641	01849	Xã Phong Quang	Tỉnh Thái Nguyên
642	01840	Phường Đức Xuân	Tỉnh Thái Nguyên
643	01843	Phường Bắc Kạn	Tỉnh Thái Nguyên
644	02143	Xã Văn Lang	Tỉnh Thái Nguyên
645	02152	Xã Cường Lợi	Tỉnh Thái Nguyên
646	02155	Xã Na Rì	Tỉnh Thái Nguyên
647	02176	Xã Trần Phú	Tỉnh Thái Nguyên
648	02185	Xã Côn Minh	Tỉnh Thái Nguyên
649	02191	Xã Xuân Dương	Tỉnh Thái Nguyên
650	02104	Xã Tân Kỳ	Tỉnh Thái Nguyên
651	02101	Xã Thanh Mai	Tỉnh Thái Nguyên
652	02107	Xã Thanh Thịnh	Tỉnh Thái Nguyên
653	02086	Xã Chợ Mới	Tỉnh Thái Nguyên
654	05719	Xã Sảng Mộc	Tỉnh Thái Nguyên
655	01957	Xã Thượng Quan	Tỉnh Thái Nguyên
		TỈNH LẠNG SƠN	Tỉnh Lạng Sơn
656	06040	Xã Thất Khê	Tỉnh Lạng Sơn
657	06001	Xã Đoàn Kết	Tỉnh Lạng Sơn
658	06019	Xã Tân Tiến	Tỉnh Lạng Sơn
659	06046	Xã Tràng Định	Tỉnh Lạng Sơn
660	06016	Xã Quốc Khánh	Tỉnh Lạng Sơn
661	06037	Xã Kháng Chiến	Tỉnh Lạng Sơn
662	06058	Xã Quốc Việt	Tỉnh Lạng Sơn
663	06112	Xã Bình Gia	Tỉnh Lạng Sơn
664	06115	Xã Tân Văn	Tỉnh Lạng Sơn
665	06079	Xã Hồng Phong	Tỉnh Lạng Sơn
666	06073	Xã Hoa Thám	Tỉnh Lạng Sơn
667	06076	Xã Quý Hòa	Tỉnh Lạng Sơn
668	06085	Xã Thiện Hòa	Tỉnh Lạng Sơn
669	06091	Xã Thiện Thuật	Tỉnh Lạng Sơn
670	06103	Xã Thiện Long	Tỉnh Lạng Sơn
671	06325	Xã Bắc Sơn	Tỉnh Lạng Sơn
672	06349	Xã Hưng Vũ	Tỉnh Lạng Sơn
673	06367	Xã Vũ Lăng	Tỉnh Lạng Sơn
674	06376	Xã Nhất Hòa	Tỉnh Lạng Sơn
675	06364	Xã Vũ Lễ	Tỉnh Lạng Sơn
676	06337	Xã Tân Tri	Tỉnh Lạng Sơn
677	06253	Xã Văn Quan	Tỉnh Lạng Sơn
678	06280	Xã Điềm He	Tỉnh Lạng Sơn
679	06313	Xã Tri Lễ	Tỉnh Lạng Sơn
680	06298	Xã Yên Phúc	Tỉnh Lạng Sơn
681	06316	Xã Tân Đoàn	Tỉnh Lạng Sơn
682	06286	Xã Khánh Khê	Tỉnh Lạng Sơn
683	06214	Xã Na Sầm	Tỉnh Lạng Sơn
684	06154	Xã Văn Lãng	Tỉnh Lạng Sơn
685	06151	Xã Hội Hoan	Tỉnh Lạng Sơn
686	06148	Xã Thụy Hùng	Tỉnh Lạng Sơn
687	06172	Xã Tân Thanh	Tỉnh Lạng Sơn
688	06529	Xã Lộc Bình	Tỉnh Lạng Sơn
689	06541	Xã Mẫu Sơn	Tỉnh Lạng Sơn
690	06526	Xã Na Dương	Tỉnh Lạng Sơn
691	06601	Xã Lợi Bác	Tỉnh Lạng Sơn
692	06577	Xã Thống Nhất	Tỉnh Lạng Sơn
693	06607	Xã Xuân Dương	Tỉnh Lạng Sơn
694	06565	Xã Khuất Xá	Tỉnh Lạng Sơn
695	06613	Xã Đình Lập	Tỉnh Lạng Sơn
696	06637	Xã Châu Sơn	Tỉnh Lạng Sơn
697	06625	Xã Kiên Mộc	Tỉnh Lạng Sơn
698	06616	Xã Thái Bình	Tỉnh Lạng Sơn
699	06385	Xã Hữu Lũng	Tỉnh Lạng Sơn
700	06457	Xã Tuấn Sơn	Tỉnh Lạng Sơn
701	06445	Xã Tân Thành	Tỉnh Lạng Sơn
702	06415	Xã Vân Nham	Tỉnh Lạng Sơn
703	06421	Xã Thiện Tân	Tỉnh Lạng Sơn
704	06391	Xã Yên Bình	Tỉnh Lạng Sơn
705	06400	Xã Hữu Liên	Tỉnh Lạng Sơn
706	06427	Xã Cai Kinh	Tỉnh Lạng Sơn
707	06463	Xã Chi Lăng	Tỉnh Lạng Sơn
708	06496	Xã Nhân Lý	Tỉnh Lạng Sơn
709	06481	Xã Chiến Thắng	Tỉnh Lạng Sơn
710	06517	Xã Quan Sơn	Tỉnh Lạng Sơn
711	06475	Xã Bằng Mạc	Tỉnh Lạng Sơn
712	06505	Xã Vạn Linh	Tỉnh Lạng Sơn
713	06184	Xã Đồng Đăng	Tỉnh Lạng Sơn
714	06193	Xã Cao Lộc	Tỉnh Lạng Sơn
715	06220	Xã Công Sơn	Tỉnh Lạng Sơn
716	06202	Xã Ba Sơn	Tỉnh Lạng Sơn
717	05986	Phường Tam Thanh	Tỉnh Lạng Sơn
718	05983	Phường Lương Văn Tri	Tỉnh Lạng Sơn
719	06187	Phường Hoàng Văn Thụ	Tỉnh Lạng Sơn
720	05977	Phường Đông Kinh	Tỉnh Lạng Sơn
		TỈNH QUẢNG NINH	Tỉnh Quảng Ninh
721	07090	Phường An Sinh	Tỉnh Quảng Ninh
722	07093	Phường Đông Triều	Tỉnh Quảng Ninh
723	07081	Phường Bình Khê	Tỉnh Quảng Ninh
724	07069	Phường Mạo Khê	Tỉnh Quảng Ninh
725	07114	Phường Hoàng Quế	Tỉnh Quảng Ninh
726	06832	Phường Yên Tử	Tỉnh Quảng Ninh
727	06820	Phường Vàng Danh	Tỉnh Quảng Ninh
728	06811	Phường Uông Bí	Tỉnh Quảng Ninh
729	07135	Phường Đông Mai	Tỉnh Quảng Ninh
730	07147	Phường Hiệp Hòa	Tỉnh Quảng Ninh
731	07132	Phường Quảng Yên	Tỉnh Quảng Ninh
732	07168	Phường Hà An	Tỉnh Quảng Ninh
733	07183	Phường Phong Cốc	Tỉnh Quảng Ninh
734	07180	Phường Liên Hòa	Tỉnh Quảng Ninh
735	06706	Phường Tuần Châu	Tỉnh Quảng Ninh
736	06661	Phường Việt Hưng	Tỉnh Quảng Ninh
737	06673	Phường Bãi Cháy	Tỉnh Quảng Ninh
738	06652	Phường Hà Tu	Tỉnh Quảng Ninh
739	06676	Phường Hà Lầm	Tỉnh Quảng Ninh
740	06658	Phường Cao Xanh	Tỉnh Quảng Ninh
741	06685	Phường Hồng Gai	Tỉnh Quảng Ninh
742	06688	Phường Hạ Long	Tỉnh Quảng Ninh
743	07030	Phường Hoành Bồ	Tỉnh Quảng Ninh
744	07054	Xã Quảng La	Tỉnh Quảng Ninh
745	07060	Xã Thống Nhất	Tỉnh Quảng Ninh
746	06760	Phường Mông Dương	Tỉnh Quảng Ninh
747	06778	Phường Quang Hanh	Tỉnh Quảng Ninh
748	06793	Phường Cẩm Phả	Tỉnh Quảng Ninh
749	06781	Phường Cửa Ông	Tỉnh Quảng Ninh
750	06799	Xã Hải Hòa	Tỉnh Quảng Ninh
751	06862	Xã Tiên Yên	Tỉnh Quảng Ninh
752	06874	Xã Điền Xá	Tỉnh Quảng Ninh
753	06877	Xã Đông Ngũ	Tỉnh Quảng Ninh
754	06886	Xã Hải Lạng	Tỉnh Quảng Ninh
755	06985	Xã Lương Minh	Tỉnh Quảng Ninh
756	06979	Xã Kỳ Thượng	Tỉnh Quảng Ninh
757	06970	Xã Ba Chẽ	Tỉnh Quảng Ninh
758	06913	Xã Quảng Tân	Tỉnh Quảng Ninh
759	06895	Xã Đầm Hà	Tỉnh Quảng Ninh
760	06922	Xã Quảng Hà	Tỉnh Quảng Ninh
761	06946	Xã Đường Hoa	Tỉnh Quảng Ninh
762	06931	Xã Quảng Đức	Tỉnh Quảng Ninh
763	06841	Xã Hoành Mô	Tỉnh Quảng Ninh
764	06856	Xã Lục Hồn	Tỉnh Quảng Ninh
765	06838	Xã Bình Liêu	Tỉnh Quảng Ninh
766	06724	Xã Hải Sơn	Tỉnh Quảng Ninh
767	06733	Xã Hải Ninh	Tỉnh Quảng Ninh
768	06757	Xã Vĩnh Thực	Tỉnh Quảng Ninh
769	06712	Phường Móng Cái 1	Tỉnh Quảng Ninh
770	06709	Phường Móng Cái 2	Tỉnh Quảng Ninh
771	06736	Phường Móng Cái 3	Tỉnh Quảng Ninh
772	06994	Đặc khu Vân Đồn	Tỉnh Quảng Ninh
773	07192	Đặc khu Cô Tô	Tỉnh Quảng Ninh
774	06967	Xã Cái Chiên	Tỉnh Quảng Ninh
		TỈNH BẮC NINH	Tỉnh Bắc Ninh
775	07627	Xã Đại Sơn	Tỉnh Bắc Ninh
776	07615	Xã Sơn Động	Tỉnh Bắc Ninh
777	07616	Xã Tây Yên Tử	Tỉnh Bắc Ninh
778	07672	Xã Dương Hưu	Tỉnh Bắc Ninh
779	07642	Xã Yên Định	Tỉnh Bắc Ninh
780	07654	Xã An Lạc	Tỉnh Bắc Ninh
781	07621	Xã Vân Sơn	Tỉnh Bắc Ninh
782	07573	Xã Biển Động	Tỉnh Bắc Ninh
783	07582	Xã Lục Ngạn	Tỉnh Bắc Ninh
784	07594	Xã Đèo Gia	Tỉnh Bắc Ninh
785	07543	Xã Sơn Hải	Tỉnh Bắc Ninh
786	07531	Xã Tân Sơn	Tỉnh Bắc Ninh
787	07537	Xã Biên Sơn	Tỉnh Bắc Ninh
788	07534	Xã Sa Lý	Tỉnh Bắc Ninh
789	07603	Xã Nam Dương	Tỉnh Bắc Ninh
790	07552	Xã Kiên Lao	Tỉnh Bắc Ninh
791	07525	Phường Chũ	Tỉnh Bắc Ninh
792	07612	Phường Phượng Sơn	Tỉnh Bắc Ninh
793	07492	Xã Lục Sơn	Tỉnh Bắc Ninh
794	07489	Xã Trường Sơn	Tỉnh Bắc Ninh
795	07519	Xã Cẩm Lý	Tỉnh Bắc Ninh
796	07450	Xã Đông Phú	Tỉnh Bắc Ninh
797	07486	Xã Nghĩa Phương	Tỉnh Bắc Ninh
798	07444	Xã Lục Nam	Tỉnh Bắc Ninh
799	07498	Xã Bắc Lũng	Tỉnh Bắc Ninh
800	07462	Xã Bảo Đài	Tỉnh Bắc Ninh
801	07375	Xã Lạng Giang	Tỉnh Bắc Ninh
802	07420	Xã Mỹ Thái	Tỉnh Bắc Ninh
803	07399	Xã Kép	Tỉnh Bắc Ninh
804	07432	Xã Tân Dĩnh	Tỉnh Bắc Ninh
805	07381	Xã Tiên Lục	Tỉnh Bắc Ninh
806	07288	Xã Yên Thế	Tỉnh Bắc Ninh
807	07294	Xã Bố Hạ	Tỉnh Bắc Ninh
808	07282	Xã Đồng Kỳ	Tỉnh Bắc Ninh
809	07246	Xã Xuân Lương	Tỉnh Bắc Ninh
810	07264	Xã Tam Tiến	Tỉnh Bắc Ninh
811	07339	Xã Tân Yên	Tỉnh Bắc Ninh
812	07351	Xã Ngọc Thiện	Tỉnh Bắc Ninh
813	07306	Xã Nhã Nam	Tỉnh Bắc Ninh
814	07330	Xã Phúc Hòa	Tỉnh Bắc Ninh
815	07333	Xã Quang Trung	Tỉnh Bắc Ninh
816	07864	Xã Hợp Thịnh	Tỉnh Bắc Ninh
817	07840	Xã Hiệp Hoà	Tỉnh Bắc Ninh
818	07822	Xã Hoàng Vân	Tỉnh Bắc Ninh
819	07870	Xã Xuân Cẩm	Tỉnh Bắc Ninh
820	07774	Phường Tự Lạn	Tỉnh Bắc Ninh
821	07777	Phường Việt Yên	Tỉnh Bắc Ninh
822	07795	Phường Nếnh	Tỉnh Bắc Ninh
823	07798	Phường Vân Hà	Tỉnh Bắc Ninh
824	07735	Xã Đồng Việt	Tỉnh Bắc Ninh
825	07210	Phường Bắc Giang	Tỉnh Bắc Ninh
826	07228	Phường Đa Mai	Tỉnh Bắc Ninh
827	07696	Phường Tiền Phong	Tỉnh Bắc Ninh
828	07682	Phường Tân An	Tỉnh Bắc Ninh
829	07681	Phường Yên Dũng	Tỉnh Bắc Ninh
830	07699	Phường Tân Tiến	Tỉnh Bắc Ninh
831	07738	Phường Cảnh Thụy	Tỉnh Bắc Ninh
832	09187	Phường Kinh Bắc	Tỉnh Bắc Ninh
833	09190	Phường Võ Cường	Tỉnh Bắc Ninh
834	09169	Phường Vũ Ninh	Tỉnh Bắc Ninh
835	09325	Phường Hạp Lĩnh	Tỉnh Bắc Ninh
836	09286	Phường Nam Sơn	Tỉnh Bắc Ninh
837	09367	Phường Từ Sơn	Tỉnh Bắc Ninh
838	09376	Phường Tam Sơn	Tỉnh Bắc Ninh
839	09382	Phường Đồng Nguyên	Tỉnh Bắc Ninh
